txn_id,car_name,nominal_kwh,usable_kwh,label_soh_abs,label_soh,soc_min_full,soc_max_full,delta_soc_full,soc_min_20_80,soc_max_20_80,delta_soc_20_80,dSOC_dt_mean,dSOC_dt_max,start_ts,end_ts,connector,seq_len
22858,BYD M6 Performance,55.4,36.63600822951362,0.661299787536347,0.7,0.0,99.0,99.0,20.0,80.0,60.0,0.32330323982437437,0.7500000447034862,2025-05-13 00:22:00,2025-05-13 01:09:00,628886,61
22869,BYD M6 Performance,55.4,38.90805894947298,0.7023115333839889,0.7023115333839889,0.0,97.0,97.0,20.0,80.0,60.0,0.27025997654262857,0.7000000417232538,2025-05-13 02:02:00,2025-05-13 02:47:00,628886,61
22963,BYD M6 Performance,55.4,41.45509129819902,0.7482868465378885,0.7482868465378885,0.0,100.0,100.0,20.0,80.0,60.0,0.20090163814988982,0.6333333584997399,2025-05-13 14:41:00,2025-05-13 15:49:00,628886,61
22964,BYD Dolphin GLX,44.9,35.8382666438394,0.7981796579919688,0.7981796579919688,0.0,85.0,85.0,20.0,80.0,60.0,0.28567444535353204,0.733333391613435,2025-05-13 14:52:00,2025-05-13 15:44:00,628885,61
22978,BYD M6 Performance,55.4,30.346312869260846,0.5477673803115676,0.7,0.0,99.0,99.0,20.0,80.0,60.0,0.4673547886220856,0.8666667630937471,2025-05-13 23:58:00,2025-05-14 00:38:00,628886,61
23073,BYD M6 Performance,55.4,55.37667677289844,0.9995790031209105,0.9995790031209105,0.0,100.0,100.0,20.0,80.0,60.0,0.0646792150727512,0.4333333367771573,2025-05-14 14:09:00,2025-05-14 15:18:00,628886,61
23075,BYD Atto 3 Premium,60.48,65.26301388888889,1.0790842243533216,1.05,11.0,100.0,89.0,20.0,80.0,60.0,0.02965391621129326,0.05,2025-05-14 14:22:00,2025-05-14 15:22:00,363012,61
23077,BYD Dolphin GLX,44.9,38.305749968719134,0.8531347431785999,0.8531347431785999,0.0,90.0,90.0,20.0,80.0,60.0,0.2519755900366658,0.7000000417232538,2025-05-14 14:39:00,2025-05-14 15:34:00,628885,61
23109,BYD Atto 3 Premium,60.48,63.20225694444446,1.045010862176661,1.045010862176661,13.0,100.0,87.0,20.0,80.0,60.0,0.02832422586520947,0.03333333333333333,2025-05-15 01:27:00,2025-05-15 02:29:00,363013,61
23157,BYD M6 Performance,55.4,60.51755555555555,1.0923746490172483,1.05,0.0,100.0,100.0,20.0,80.0,60.0,0.027140255009107467,0.03333333333333333,2025-05-15 09:34:00,2025-05-15 10:38:00,628886,61
23163,BYD Atto 3 Premium,60.48,21.316135416666665,0.3524493289792769,0.7,19.0,91.0,72.0,20.0,80.0,60.0,0.024499089253187615,0.03333333333333333,2025-05-15 10:16:00,2025-05-15 11:12:00,351899,61
23187,BYD Dolphin GLX,44.9,62.3416076388889,1.388454513115566,1.05,11.0,100.0,89.0,20.0,80.0,60.0,0.03433515482695809,0.05,2025-05-15 13:30:00,2025-05-15 14:30:00,351899,61
23188,BYD Dolphin GLX,44.9,59.131760111317355,1.3169657040382485,1.05,0.0,90.0,90.0,20.0,80.0,60.0,0.027151846194811376,0.34999999165534995,2025-05-15 13:47:00,2025-05-15 14:51:00,628886,61
23214,BYD Dolphin GLX,44.9,48.26049614197532,1.07484401207072,1.05,6.0,98.0,92.0,20.0,80.0,60.0,0.03522768670309653,0.05,2025-05-16 00:30:00,2025-05-16 01:27:00,1332151,61
23217,BYD Atto 3 Dynamic,49.92,54.581468750000006,1.0933787810496796,1.05,10.0,81.0,71.0,20.0,80.0,60.0,0.030673952641165757,0.05,2025-05-16 00:55:00,2025-05-16 01:36:00,1362797,61
23219,BYD M6 Performance,55.4,24.088201513726197,0.43480508147520214,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.6123497233139916,0.9666667050785503,2025-05-16 01:10:00,2025-05-16 01:51:00,628886,61
23232,BYD M6 Performance,55.4,23.763747127410554,0.42894850410488367,0.7,0.0,83.0,83.0,20.0,80.0,60.0,0.6121036673097432,0.9666667050785503,2025-05-16 02:41:00,2025-05-16 02:59:00,628886,61
23259,BYD M6 Performance,55.4,62.655927083333324,1.1309734130565583,1.05,19.0,100.0,81.0,20.0,80.0,60.0,0.0307832422586521,0.03333333333333333,2025-05-16 06:34:00,2025-05-16 07:31:00,1362797,61
23292,BYD Atto 3 Dynamic,49.92,54.24701041666667,1.0866788945646368,1.05,14.0,100.0,86.0,20.0,80.0,60.0,0.03169398907103825,0.05,2025-05-16 11:07:00,2025-05-16 12:03:00,351899,61
23309,BYD Dolphin GLX,44.9,62.349347222222235,1.3886268869091811,1.05,13.0,100.0,87.0,20.0,80.0,60.0,0.03494535519125683,0.05,2025-05-16 13:25:00,2025-05-16 14:24:00,351899,61
23312,BYD Dolphin GLX,44.9,59.59897222222222,1.3273713189804504,1.05,0.0,100.0,100.0,20.0,80.0,60.0,0.02750455373406193,0.03333333333333333,2025-05-16 13:55:00,2025-05-16 14:53:00,628886,61
23332,BYD Dolphin GLX,44.9,49.379444444444445,1.0997649096758229,1.05,6.0,95.0,89.0,20.0,80.0,60.0,0.0345719489981785,0.05,2025-05-16 22:01:00,2025-05-16 22:50:00,363012,61
23357,BYD Dolphin GLX,44.9,48.160027777777785,1.0726064093046277,1.05,17.0,85.0,68.0,20.0,80.0,60.0,0.03493624772313296,0.05,2025-05-17 02:13:00,2025-05-17 02:48:00,1332151,61
23459,BYD Dolphin GLX,44.9,62.22944135802468,1.3859563776842914,1.05,9.0,100.0,91.0,20.0,80.0,60.0,0.03358834244080146,0.05,2025-05-17 12:41:00,2025-05-17 13:42:00,351899,61
23466,BYD Dolphin GLX,44.9,14.568551752756367,0.32446663146450705,0.7,0.0,98.0,98.0,20.0,80.0,60.0,0.8471588227983231,1.1166667066017801,2025-05-17 13:45:00,2025-05-17 14:19:00,628886,61
23550,BYD M6 Performance,55.4,15.520133708419868,0.28014681784151385,0.7,0.0,85.0,85.0,20.0,80.0,60.0,0.6886979243904087,1.0166667696833716,2025-05-18 09:03:00,2025-05-18 09:31:00,702620,61
23564,BYD M6 Performance,55.4,45.269961022110536,0.8171473108684213,0.8171473108684213,0.0,100.0,100.0,20.0,80.0,60.0,0.19106030090538778,0.6166666715674931,2025-05-18 12:09:00,2025-05-18 13:02:00,628886,61
23572,BYD Dolphin GLX,44.9,33.96472181134082,0.7564526015888825,0.7564526015888825,0.0,100.0,100.0,20.0,80.0,60.0,0.3621594010364017,0.7833334267139546,2025-05-18 13:45:00,2025-05-18 14:29:00,628886,61
23600,BYD Atto 3 Premium,60.48,64.91971875,1.0734080481150794,1.05,15.0,100.0,85.0,20.0,80.0,60.0,0.02422586520947177,0.03333333333333333,2025-05-19 00:46:00,2025-05-19 01:54:00,363012,61
23607,BYD M6 Performance,55.4,61.54283333333332,1.1108814681107098,1.05,11.0,100.0,89.0,20.0,80.0,60.0,0.031056466302367938,0.03333333333333333,2025-05-19 01:10:00,2025-05-19 02:10:00,1362797,61
23618,BYD Han Performance,85.44,95.23030208333334,1.1145868689528715,1.05,18.0,100.0,82.0,20.0,80.0,60.0,0.017941712204007285,0.03333333333333333,2025-05-19 02:16:00,2025-05-19 03:39:00,363013,61
23650,BYD M6 Performance,55.4,59.6624861111111,1.0769401825110307,1.05,0.0,100.0,100.0,20.0,80.0,60.0,0.02750455373406193,0.03333333333333333,2025-05-19 07:06:00,2025-05-19 08:11:00,628886,61
23666,BYD Dolphin GLX,44.9,61.22983333333333,1.3636933927245731,1.05,5.0,100.0,95.0,20.0,80.0,60.0,0.03114754098360656,0.03333333333333333,2025-05-19 09:47:00,2025-05-19 10:50:00,363013,61
23698,BYD Dolphin GLX,44.9,33.22861439043211,0.7400582269583988,0.7400582269583988,0.0,95.0,95.0,20.0,80.0,60.0,0.38177391175049263,0.8,2025-05-19 15:39:00,2025-05-19 16:17:00,628886,61
23707,BYD M6 Performance,55.4,61.69125694444444,1.1135605946650622,1.05,2.0,100.0,98.0,20.0,80.0,60.0,0.026775956284153003,0.03333333333333333,2025-05-19 18:33:00,2025-05-19 19:48:00,699697,61
23715,BYD M6 Performance,55.4,60.67471527777778,1.095211467107902,1.05,14.0,100.0,86.0,20.0,80.0,60.0,0.027413479052823313,0.03333333333333333,2025-05-20 00:57:00,2025-05-20 02:00:00,702620,61
23736,BYD M6 Performance,55.4,18.723732990726802,0.33797351968820943,0.7,0.0,93.0,93.0,20.0,80.0,60.0,0.6130783207639007,0.9666667050785503,2025-05-20 03:13:00,2025-05-20 03:41:00,702620,61
23824,BYD Dolphin GLX,44.9,48.034839383563224,1.069818249077132,1.05,0.0,92.0,92.0,20.0,80.0,60.0,0.13869066639581848,0.5500000196695335,2025-05-20 14:38:00,2025-05-20 15:21:00,628886,61
23838,BYD Dolphin GLX,44.9,48.466611111111106,1.079434545904479,1.05,18.0,88.0,70.0,20.0,80.0,60.0,0.03533697632058287,0.05,2025-05-20 23:08:00,2025-05-20 23:47:00,363012,61
23840,BYD M6 Performance,55.4,42.711789757201885,0.7709709342455214,0.7709709342455214,0.0,100.0,100.0,20.0,80.0,60.0,0.21975543167199701,0.6500000387430214,2025-05-21 00:27:00,2025-05-21 01:24:00,628886,61
23854,BYD Dolphin GLX,44.9,50.67040277777778,1.1285167656520665,1.05,11.0,99.0,88.0,20.0,80.0,60.0,0.028961748633879777,0.03333333333333333,2025-05-21 01:39:00,2025-05-21 02:42:00,363012,61
23939,BYD M6 Performance,55.4,56.89166859567901,1.0269254259147835,1.0269254259147835,0.0,97.0,97.0,20.0,80.0,60.0,0.05210172341319881,0.4,2025-05-21 12:03:00,2025-05-21 12:59:00,628886,61
23958,BYD Dolphin GLX,44.9,58.86734194081377,1.311076657924583,1.05,0.0,95.0,95.0,20.0,80.0,60.0,0.033147224063240284,0.34999999165534995,2025-05-21 16:13:00,2025-05-21 17:07:00,628886,61
23986,BYD M6 Performance,55.4,51.630486882716056,0.9319582469804343,0.9319582469804343,0.0,92.0,92.0,20.0,80.0,60.0,0.09912120397742541,0.5,2025-05-22 01:57:00,2025-05-22 02:58:00,628885,61
23995,BYD M6 Performance,55.4,60.03300694444446,1.0836282841957483,1.05,14.0,92.0,78.0,20.0,80.0,60.0,0.031511839708561015,0.03333333333333333,2025-05-22 03:34:00,2025-05-22 04:22:00,1362797,61
24061,BYD Atto 3 Premium,60.48,65.2208611111111,1.0783872538212815,1.05,9.0,100.0,91.0,20.0,80.0,60.0,0.027313296903460838,0.05,2025-05-22 13:10:00,2025-05-22 14:14:00,351898,61
24075,BYD Dolphin GLX,44.9,34.802211694210975,0.7751049375102668,0.7751049375102668,0.0,99.0,99.0,20.0,80.0,60.0,0.34266848796295196,0.7666667093171038,2025-05-22 15:19:00,2025-05-22 16:00:00,628886,61
24081,BYD M6 Performance,55.4,62.14196875000002,1.121696186823105,1.05,6.0,100.0,94.0,20.0,80.0,60.0,0.03227686703096539,0.05,2025-05-22 16:42:00,2025-05-22 17:44:00,351899,61
24092,BYD M6 Performance,55.4,47.7349739712341,0.8616421294446588,0.8616421294446588,0.0,95.0,95.0,20.0,80.0,60.0,0.13919073527737738,0.5500000196695335,2025-05-22 23:47:00,2025-05-23 00:34:00,628885,61
24101,BYD Atto 3 Premium,60.48,64.8063611111111,1.0715337485302763,1.05,16.0,100.0,84.0,20.0,80.0,60.0,0.02395264116575592,0.03333333333333333,2025-05-23 00:58:00,2025-05-23 02:09:00,363012,61
24128,BYD Atto 3 Premium,60.48,66.17876388888888,1.0942255934009406,1.05,2.0,100.0,98.0,20.0,80.0,60.0,0.02672131147540983,0.05,2025-05-23 04:16:00,2025-05-23 05:24:00,363012,61
24130,BYD M6 Performance,55.4,56.92481388888889,1.0275237164059368,1.0275237164059368,0.0,84.0,84.0,20.0,80.0,60.0,0.05893543816743226,0.41666667080587816,2025-05-23 04:45:00,2025-05-23 05:25:00,628885,61
24183,BYD Atto 3 Premium,60.48,64.06285416666667,1.0592403136022928,1.05,13.0,100.0,87.0,20.0,80.0,60.0,0.024316939890710383,0.03333333333333333,2025-05-23 13:16:00,2025-05-23 14:28:00,363013,61
24188,BYD Dolphin GLX,44.9,62.25905208333333,1.3866158593170008,1.05,8.0,100.0,92.0,20.0,80.0,60.0,0.03474499089253188,0.05,2025-05-23 13:25:00,2025-05-23 14:26:00,351899,61
24193,BYD M6 Performance,55.4,41.02093750000001,0.7404501353790616,0.7404501353790616,0.0,99.0,99.0,20.0,80.0,60.0,0.23614332044959793,0.6666666666666666,2025-05-23 14:34:00,2025-05-23 15:22:00,628885,61
24195,BYD M6 Performance,55.4,29.002807648622138,0.5235163835491361,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.4412463223168649,0.8500000506639511,2025-05-23 15:00:00,2025-05-23 15:54:00,628886,61
24197,BYD Dolphin GLX,44.9,37.89351547410074,0.8439535740334241,0.8439535740334241,0.0,94.0,94.0,20.0,80.0,60.0,0.27201264497913036,0.7166666922966648,2025-05-23 15:33:00,2025-05-23 16:24:00,628885,61
24269,BYD Atto 3 Premium,60.48,66.40990277777777,1.0980473342886536,1.05,18.0,100.0,82.0,20.0,80.0,60.0,0.023770491803278688,0.03333333333333333,2025-05-24 09:04:00,2025-05-24 10:13:00,699539,61
24276,BYD Dolphin GLX,44.9,60.947628472222235,1.3574082065082904,1.05,16.0,100.0,84.0,20.0,80.0,60.0,0.027140255009107467,0.03333333333333333,2025-05-24 09:47:00,2025-05-24 10:51:00,363012,61
24294,BYD Dolphin GLX,44.9,22.137958536746392,0.49305030148655665,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.6385798323109892,0.9833334251576086,2025-05-24 12:10:00,2025-05-24 12:46:00,628886,61
24405,BYD M6 Performance,55.4,61.16427777777779,1.1040483353389494,1.05,8.0,100.0,92.0,20.0,80.0,60.0,0.031056466302367945,0.03333333333333333,2025-05-25 11:38:00,2025-05-25 12:39:00,1362797,61
24421,BYD Dolphin GLX,44.9,59.68594876085046,1.329308435653685,1.05,0.0,98.0,98.0,20.0,80.0,60.0,0.03239774783415564,0.34999999165534995,2025-05-25 14:30:00,2025-05-25 15:28:00,628886,61
24428,BYD M6 Performance,55.4,35.08065409076672,0.6332248030824318,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.34275956264419066,0.7666667093171038,2025-05-25 15:32:00,2025-05-25 16:18:00,628886,61
24519,BYD M6 Performance,55.4,27.09402122285711,0.4890617549252186,0.7,0.0,80.0,80.0,20.0,80.0,60.0,0.5134400238052806,0.9000001502037299,2025-05-26 11:31:00,2025-05-26 11:50:00,628886,61
24547,BYD M6 Performance,55.4,42.77009360659938,0.7720233502996279,0.7720233502996279,0.0,100.0,100.0,20.0,80.0,60.0,0.20617906563891172,0.6333333584997399,2025-05-26 18:50:00,2025-05-26 19:40:00,628886,61
24562,BYD Atto 3 Premium,60.48,64.20867361111111,1.0616513493900648,1.05,1.0,100.0,99.0,20.0,80.0,60.0,0.02431693989071038,0.03333333333333333,2025-05-27 01:28:00,2025-05-27 02:45:00,702618,61
24581,BYD Dolphin GLX,44.9,54.33435983503958,1.2101193727180308,1.05,0.0,89.0,89.0,20.0,80.0,60.0,0.06768149916835267,0.4333333367771573,2025-05-27 03:21:00,2025-05-27 04:05:00,628885,61
24609,BYD M6 Performance,55.4,33.41367119984568,0.6031348592029906,0.7,0.0,100.0,100.0,20.0,80.0,60.0,0.38177391175049263,0.8,2025-05-27 07:21:00,2025-05-27 08:06:00,628885,61
24695,BYD Dolphin GLX,44.9,48.703329861111115,1.084706678421183,1.05,8.0,100.0,92.0,20.0,80.0,60.0,0.029690346083788705,0.03333333333333333,2025-05-28 01:32:00,2025-05-28 02:36:00,363012,61
24712,BYD Seal Advanced,61.44,50.260930555555554,0.818048999927662,0.818048999927662,13.0,99.0,86.0,20.0,80.0,60.0,0.0329872495446266,0.05,2025-05-28 04:10:00,2025-05-28 05:09:00,363013,61
24727,BYD M6 Performance,55.4,12.478693387869946,0.2252471730662445,0.7,0.0,99.0,99.0,20.0,80.0,60.0,0.8976241341740012,1.1333334774441373,2025-05-28 05:29:00,2025-05-28 06:00:00,628886,61
24734,BYD Seal Advanced,61.44,73.55740277777778,1.1972233525028937,1.05,11.0,84.0,73.0,20.0,80.0,60.0,0.019398907103825132,0.03333333333333333,2025-05-28 06:36:00,2025-05-28 07:38:00,363012,61
